#zone, q, logR, logRho, logT, logP, logPgas, luminosity, x_mass_fraction_H, y_mass_fraction_He, z_mass_fraction_metals, gamma1, opacity, pp, cno, gradr, gradT, grada, actual_gradT 
816, 2.6778901119835374E-001, 3.9179794934222578E-002, 5.2404670947672805E-001, 7.3977973731355453E+000, 1.6084855975049852E+001, 1.6048208465374834E+001, 1.8982863481143177E+004, 6.9901033696433634E-001, 2.8043605041498998E-001, 2.0553612620673678E-002, 1.5744633530448151E+000, 3.5591184852537738E-001, 4.0277870446896946E+000, 3.2879636797617718E+002, 4.0005640945378157E-001, 3.3489604734164796E-001, 3.3482217266881031E-001, 3.3489603258645956E-001 
817, 2.6451934294208357E-001, 3.6878785406238984E-002, 5.2685090525069100E-001, 7.3992752093615035E+000, 1.6089270758183801E+001, 1.6052491233926780E+001, 1.8979598064565282E+004, 6.9901033694999248E-001, 2.8043605042807784E-001, 2.0553612621929673E-002, 1.5742457955330476E+000, 3.5550241125134169E-001, 4.1467814104127001E+000, 3.4918397346500444E+002, 4.0307205406382068E-001, 3.3474872537930278E-001, 3.3467480415034395E-001, 3.3474870932459327E-001 
818, 2.6124368869472958E-001, 3.4551493105701291E-002, 5.2965470818735882E-001, 7.4007519833606672E+000, 1.6093684325383553E+001, 1.6056772559545980E+001, 1.8975822612569751E+004, 6.9901033693551329E-001, 2.8043605044132319E-001, 2.0553612623163575E-002, 1.5740284376524050E+000, 3.5509692006921145E-001, 4.2701576178921092E+000, 3.7080042977426479E+002, 4.0617593429744253E-001, 3.3460130862707027E-001, 3.3452746583782783E-001, 3.3460129171700254E-001 
819, 2.5796803444737548E-001, 3.2201519758421414E-002, 5.3245792495773214E-001, 7.4022276093328792E+000, 1.6098096391384324E+001, 1.6061052163138303E+001, 1.8971511774968734E+004, 6.9901033692089820E-001, 2.8043605045472592E-001, 2.0553612624375939E-002, 1.5738112877666155E+000, 3.5469541122611159E-001, 4.3980981762273350E+000, 3.9371622838863499E+002, 4.0936503041751493E-001, 3.3445405183458848E-001, 3.3438016550517696E-001, 3.3445403610956198E-001 
820, 2.5468717242193661E-001, 2.9824460159167947E-002, 5.3526076583876869E-001, 7.4037021832130563E+000, 1.6102507266518703E+001, 1.6065330349554579E+001, 1.8966624664542975E+004, 6.9901033690614500E-001, 2.8043605046828757E-001, 2.0553612625567430E-002, 1.5735943272687498E+000, 3.5429782766681189E-001, 4.5308107302760954E+000, 4.1800873573767615E+002, 4.1264705403053942E-001, 3.3430672058587824E-001, 3.3423291230387908E-001, 3.3430670652525141E-001 
821, 2.5140631039649763E-001, 2.7423392925761601E-002, 5.3806303597313987E-001, 7.4051756156120803E+000, 1.6106916658200131E+001, 1.6069606833051274E+001, 1.8961132976934794E+004, 6.9901033689125291E-001, 2.8043605048200804E-001, 2.0553612626739048E-002, 1.5733775577966129E+000, 3.5390413157496936E-001, 4.6684955022671453E+000, 4.4375659905368462E+002, 4.1601950191675174E-001, 3.3415955579289119E-001, 3.3408572944112430E-001, 3.3415954331426723E-001 
822, 2.4812105507958748E-001, 2.4994389087233556E-002, 5.4086494823185061E-001, 7.4066480061983535E+000, 1.6111324883795252E+001, 1.6073881924762951E+001, 1.8954991330975408E+004, 6.9901033687621994E-001, 2.8043605049588904E-001, 2.0553612627891016E-002, 1.5731609595732392E+000, 3.5351424222906036E-001, 4.8113805497773203E+000, 4.7104626701915862E+002, 4.1948966721951320E-001, 3.3401236701440318E-001, 3.3393862524715823E-001, 3.3401235615293218E-001 
823, 2.4483579976267733E-001, 2.2539955201122237E-002, 5.4366630457801224E-001, 7.4081192619225238E+000, 1.6115731643198817E+001, 1.6078155332116310E+001, 1.8948167652670418E+004, 6.9901033686104586E-001, 2.8043605050993031E-001, 2.0553612629023776E-002, 1.5729445355727896E+000, 3.5312812511673120E-001, 4.9596855218562386E+000, 4.9996545226153427E+002, 4.2305580433582185E-001, 3.3386535736964990E-001, 3.3379162302620274E-001, 3.3386534810904239E-001 
824, 2.4154700350260461E-001, 2.0056683379245096E-002, 5.4646732053625802E-001, 7.4095894863331262E+000, 1.6120137261118348E+001, 1.6082427372799465E+001, 1.8940612134795032E+004, 6.9901033684572811E-001, 2.8043605052413367E-001, 2.0553612630138218E-002, 1.5727282650878176E+000, 3.5274574460502678E-001, 5.1136609245162603E+000, 5.3061072261353081E+002, 4.2672476918576524E-001, 3.3371837394597048E-001, 3.3364472965277842E-001, 3.3371836626536011E-001 
825, 2.3825820724253177E-001, 1.7546454163334300E-002, 5.4857136738885082E-001, 7.4106916269478793E+000, 1.6123444125433387E+001, 1.6085634162040030E+001, 1.8932287943424930E+004, 6.9901033683413372E-001, 2.8043605053490611E-001, 2.0553612630960227E-002, 1.5725665562796867E+000, 3.5246150750122462E-001, 5.2330701720336839E+000, 5.5479488555266141E+002, 4.3049553276761887E-001, 3.3357174088612251E-001, 3.3353491469510105E-001, 3.3357173462615242E-001 
826, 2.3661248469250595E-001, 1.6279974845770807E-002, 5.4997177966874211E-001, 7.4114260611568019E+000, 1.6125646341511327E+001, 1.6087769411201133E+001, 1.8927818652148879E+004, 6.9901033682636515E-001, 2.8043605054213094E-001, 2.0553612631503904E-002, 1.5724585122944772E+000, 3.5227302032550067E-001, 5.3145558464310234E+000, 5.7150742091896018E+002, 4.3242164943836475E-001, 3.3349843696944242E-001, 3.3346155218977996E-001, 3.3349843139979385E-001 
827, 2.3496676214248025E-001, 1.5006449239649501E-002, 5.5206790570831088E-001, 7.4125266528115574E+000, 1.6128944437798889E+001, 1.6090966734391905E+001, 1.8923139232474441E+004, 6.9901033681465974E-001, 2.8043605055302756E-001, 2.0553612632312701E-002, 1.5722961728741183E+000, 3.5199191506341626E-001, 5.4396200684136682E+000, 5.9748054335248901E+002, 4.3437466389314106E-001, 3.3342502130282342E-001, 3.3335134304217201E-001, 3.3342501692514487E-001 
828, 2.3167531704242872E-001, 1.2437825580370522E-002, 5.5486752827995900E-001, 7.4139936069249313E+000, 1.6133346055963909E+001, 1.6095234117875751E+001, 1.8913126799516485E+004, 6.9901033679890656E-001, 2.8043605056771981E-001, 2.0553612633373630E-002, 1.5720803382319364E+000, 3.5162039749626522E-001, 5.6121442399115500E+000, 6.3392206556665508E+002, 4.3836251764619660E-001, 3.3327834049878335E-001, 3.3320488095535244E-001, 3.3327833757390224E-001 
829, 2.2838215672201823E-001, 9.8383899613745541E-003, 5.5766684405129996E-001, 7.4154595514286248E+000, 1.6137746581577801E+001, 1.6099500184344997E+001, 1.8902190866488225E+004, 6.9901033678300495E-001, 2.8043605058257742E-001, 2.0553612634417684E-002, 1.5718646226257020E+000, 3.5125238540467968E-001, 5.7914215799396560E+000, 6.7252466326088427E+002, 4.4246420180226392E-001, 3.3313194586100925E-001, 3.3305858407953665E-001, 3.3313194438372001E-001 
830, 2.2508899640160773E-001, 7.2085854082000007E-003, 5.6046564476898342E-001, 7.4169243813265009E+000, 1.6142145690114059E+001, 1.6103764619107970E+001, 1.8890281251286084E+004, 6.9901033676695501E-001, 2.8043605059760013E-001, 2.0553612635444862E-002, 1.5716490332003088E+000, 3.5088784452088362E-001, 5.9777419570158754E+000, 7.1340973198070185E+002, 4.4668136042887502E-001, 3.3298575560408822E-001, 3.3291247626373022E-001, 3.3298575556494198E-001 
831, 2.2179509856017599E-001, 4.5468858384137912E-003, 5.6326415477387848E-001, 7.4183882127894201E+000, 1.6146543730395866E+001, 1.6108027761363935E+001, 1.8877336542193705E+004, 6.9901033675075441E-001, 2.8043605061279009E-001, 2.0553612636455498E-002, 1.5714335459712685E+000, 3.5052671672494756E-001, 6.1714374588543919E+000, 7.5671163838183190E+002, 4.5101866030616261E-001, 3.3283973924359433E-001, 3.3276655991553922E-001, 3.3283974072194633E-001 
832, 2.1850120071874413E-001, 1.8529087983231091E-003, 5.6606216204854198E-001, 7.4198509364224465E+000, 1.6150940368892062E+001, 1.6112289288278060E+001, 1.8863297435610901E+004, 6.9901033673440305E-001, 2.8043605062814680E-001, 2.0553612637450147E-002, 1.5712181695596068E+000, 3.5016899358480968E-001, 6.3728259314059690E+000, 8.0256556221608298E+002, 4.5547903391710903E-001, 3.3269393142430448E-001, 3.3262085917974932E-001, 3.3269393404533892E-001 
833, 2.1520758950557139E-001, -8.7411822198989208E-004, 5.6885989400850900E-001, 7.4213126729701111E+000, 1.6155335963255858E+001, 1.6116549546922723E+001, 1.8848099815601472E+004, 6.9901033671789881E-001, 2.8043605064367261E-001, 2.0553612638428587E-002, 1.5710028800877178E+000, 3.4981454673534423E-001, 6.5822721680387479E+000, 8.5112142474067014E+002, 4.6006606797920485E-001, 3.3254834469498912E-001, 3.3247537234869945E-001, 3.3254834841294173E-001 
834, 2.1191397829239855E-001, -3.6354852667188648E-003, 5.7165713351467828E-001, 7.4227733083771694E+000, 1.6159730170528302E+001, 1.6120808205966092E+001, 1.8831673185235493E+004, 6.9901033670124146E-001, 2.8043605065936722E-001, 2.0553612639391261E-002, 1.5707876965571208E+000, 3.4946341359811933E-001, 6.8001245898219578E+000, 9.0252969245701615E+002, 4.6478434570103616E-001, 3.3240295768567640E-001, 3.3233010739958596E-001, 3.3240296126143315E-001 
835, 2.0862172686181857E-001, -6.4311360620330693E-003, 5.7445411016649950E-001, 7.4242329680498811E+000, 1.6164123357618578E+001, 1.6125065620772929E+001, 1.8813951729874148E+004, 6.9901033668442869E-001, 2.8043605067523275E-001, 2.0553612640338503E-002, 1.5705726039285104E+000, 3.4911548775659140E-001, 7.0267838577399306E+000, 9.5695758861854574E+002, 4.6963624224760275E-001, 3.3225781190780784E-001, 3.3218504306183261E-001, 3.3225781545988831E-001 
836, 2.0532947543123858E-001, -9.2633599430023729E-003, 5.7725060259568384E-001, 7.4256915329244126E+000, 1.6168515171661177E+001, 1.6129321451134508E+001, 1.8794851278965387E+004, 6.9901033666746071E-001, 2.8043605069126915E-001, 2.0553612641270202E-002, 1.5703576256962386E+000, 3.4877074037195249E-001, 7.2626318083499344E+000, 1.0145725258156240E+003, 4.7462823758867151E-001, 3.3211282692931438E-001, 3.3204018439959193E-001, 3.3211283049884194E-001 
837, 2.0203970868799104E-001, -1.2131187948116169E-002, 5.8004684430100106E-001, 7.4271491332454591E+000, 1.6172905989304866E+001, 1.6133576061157878E+001, 1.8774305669234611E+004, 6.9901033665033485E-001, 2.8043605070747868E-001, 2.0553612642186470E-002, 1.5701427458075050E+000, 3.4842908965525876E-001, 7.5081084772878377E+000, 1.0755609753034796E+003, 4.7976118806075285E-001, 3.3196809163804991E-001, 3.3189551008540080E-001, 3.3196809500709246E-001 
838, 1.9874994194474360E-001, -1.5038011312831350E-002, 5.8214801762444779E-001, 7.4282421777861369E+000, 1.6176202844917306E+001, 1.6136770851084339E+001, 1.8752214091785285E+004, 6.9901033663737000E-001, 2.8043605071976768E-001, 2.0553612642862262E-002, 1.5699820113038472E+000, 3.4817496039969786E-001, 7.6989412412410614E+000, 1.1236611213843976E+003, 4.8504367360393552E-001, 3.3182363648273322E-001, 3.3178736747920079E-001, 3.3182364022913718E-001 
839, 1.9710689073844723E-001, -1.6504805995690007E-002, 5.8354541665398429E-001, 7.4289699831661826E+000, 1.6178396675808170E+001, 1.6138896435825181E+001, 1.8740571361777813E+004, 6.9901033662869072E-001, 2.8043605072800021E-001, 2.0553612643309016E-002, 1.5698746887254273E+000, 3.4800649119866994E-001, 7.8292632200654619E+000, 1.1568519981614618E+003, 4.8773960157706420E-001, 3.3175152817192555E-001, 3.3171518852990572E-001, 3.3175153125535528E-001 
840, 1.9546383953215096E-001, -1.7981830261610661E-002, 5.8563808527563188E-001, 7.4300611944250203E+000, 1.6181683875077567E+001, 1.6142080885158219E+001, 1.8728508077391481E+004, 6.9901033661560807E-001, 2.8043605074041844E-001, 2.0553612643973485E-002, 1.5697133370040151E+000, 3.4775503663643803E-001, 8.0296840289900278E+000, 1.2084243698008904E+003, 4.9047502364723422E-001, 3.3167928167144833E-001, 3.3160671169078965E-001, 3.3167928475659730E-001 
841, 1.9217773711955832E-001, -2.0967301477007049E-002, 5.8843314379655887E-001, 7.4315156688373092E+000, 1.6186071012924760E+001, 1.6146331172516998E+001, 1.8703074126363354E+004, 6.9901033659800449E-001, 2.8043605075715111E-001, 2.0553612644844454E-002, 1.5694988221365207E+000, 3.4742249983636070E-001, 8.3067264115331572E+000, 1.2807146466456707E+003, 4.9606675108389892E-001, 3.3153484677723061E-001, 3.3146257759510733E-001, 3.3153484971408870E-001 
842, 1.8889653666025574E-001, -2.3991313573921792E-002, 5.9122797595893739E-001, 7.4329692006101604E+000, 1.6190457201511109E+001, 1.6150580286992565E+001, 1.8675847492065488E+004, 6.9901033658023826E-001, 2.8043605077406136E-001, 2.0553612645700436E-002, 1.5692844232387984E+000, 3.4709288113840003E-001, 8.5952878849329846E+000, 1.3572111792487992E+003, 5.0181541922158202E-001, 3.3139084887880571E-001, 3.3131860065062002E-001, 3.3139085166233473E-001 
843, 1.8561533620095316E-001, -2.7059821417940354E-002, 5.9402234754402394E-001, 7.4344216541143746E+000, 1.6194842055078574E+001, 1.6154827858948252E+001, 1.8646682795706845E+004, 6.9901033656230982E-001, 2.8043605079114886E-001, 2.0553612646541319E-002, 1.5690701701458907E+000, 3.4676617283814121E-001, 8.8958701086172791E+000, 1.4381439911334273E+003, 5.0773544178823249E-001, 3.3124689182832767E-001, 3.3117479186055021E-001, 3.3124689444645616E-001 
844, 1.8234033684901785E-001, -3.0168507707800437E-002, 5.9681650495947081E-001, 7.4358731757518370E+000, 1.6199225982744299E+001, 1.6159074281569808E+001, 1.8615525717819364E+004, 6.9901033654421618E-001, 2.8043605080841644E-001, 2.0553612647367325E-002, 1.5688560430804350E+000, 3.4644226957616781E-001, 9.2090556694245382E+000, 1.5237712263047160E+003, 5.1382141166891293E-001, 3.3110322785978813E-001, 3.3103112905933946E-001, 3.3110323031999500E-001 
845, 1.7906533749708253E-001, -3.3324820102728213E-002, 5.9961020918330432E-001, 7.4373236237874103E+000, 1.6203608586542693E+001, 1.6163319174306153E+001, 1.8582201460949895E+004, 6.9901033652595801E-001, 2.8043605082586359E-001, 2.0553612648178454E-002, 1.5686420741115163E+000, 3.4612116669458082E-001, 9.5353936270588253E+000, 1.6143483928495816E+003, 5.2009092163590609E-001, 3.3095956539217852E-001, 3.3088762524260990E-001, 3.3095956764726792E-001 
846, 1.7579790379900317E-001, -3.6523077897964426E-002, 6.0240371139293658E-001, 7.4387731506293227E+000, 1.6207990287651349E+001, 1.6167562941123290E+001, 1.8546666112640702E+004, 6.9901033650753230E-001, 2.8043605084349321E-001, 2.0553612648974484E-002, 1.5684282419653677E+000, 3.4580278183439850E-001, 9.8755235585245504E+000, 1.7101630477240844E+003, 5.2653574056630514E-001, 3.3081621649900761E-001, 3.3074425771644822E-001, 3.3081621868786498E-001 
847, 1.7253047010092371E-001, -3.9772387029460760E-002, 6.0519676748925111E-001, 7.4402216081088710E+000, 1.6212370675215691E+001, 1.6171805189953428E+001, 1.8508709476069496E+004, 6.9901033648893962E-001, 2.8043605086130491E-001, 2.0553612649755415E-002, 1.5682145810127273E+000, 3.4548710804072180E-001, 1.0230046178770387E+001, 1.8114988862780356E+003, 5.3317735773200314E-001, 3.3067282966945571E-001, 3.3060104148562802E-001, 3.3067283152527932E-001 
848, 1.6927203616916708E-001, -4.3065552667834774E-002, 6.0798963370179859E-001, 7.4416691549994978E+000, 1.6216750183182306E+001, 1.6176046336163605E+001, 1.8468302724983521E+004, 6.9901033647017696E-001, 2.8043605087930151E-001, 2.0553612650521469E-002, 1.5680010679037022E+000, 3.4517406473858120E-001, 1.0599663558185958E+001, 1.9186761526749913E+003, 5.4000422278658988E-001, 3.3052978114905940E-001, 3.3045795558479307E-001, 3.3052978287902207E-001 
849, 1.6601360223741046E-001, -4.6413526882619051E-002, 6.1078206055024320E-001, 7.4431156363559587E+000, 1.6221128387017728E+001, 1.6180285975455238E+001, 1.8425193149664945E+004, 6.9901033645124500E-001, 2.8043605089748264E-001, 2.0553612651272424E-002, 1.5677877375961420E+000, 3.4486362425312911E-001, 1.0985032674571524E+001, 2.0320097039054369E+003, 5.4704226699467318E-001, 3.3038666137460920E-001, 3.3031502519579425E-001, 3.3038666293223057E-001 
850, 1.6276567639000616E-001, -4.9807429773192566E-002, 6.1357430955811454E-001, 7.4445612177561307E+000, 1.6225505734213389E+001, 1.6184524535257577E+001, 1.8379372845463484E+004, 6.9901033643214072E-001, 2.8043605091585133E-001, 2.0553612652007947E-002, 1.5675745628598754E+000, 3.4455570390095180E-001, 1.1386924133868924E+001, 2.1518561081183070E+003, 5.5427605074317954E-001, 3.3024392006595615E-001, 3.3017223457412315E-001, 3.3024392148102011E-001 
851, 1.5951775054260187E-001, -5.3260273590565108E-002, 6.1636612540666280E-001, 7.4460057371339250E+000, 1.6229881785763475E+001, 1.6188761598324685E+001, 1.8330538132756141E+004, 6.9901033641286492E-001, 2.8043605093440699E-001, 2.0553612652728148E-002, 1.5673615798185407E+000, 3.4425029873643537E-001, 1.1806056165491066E+001, 2.2785646567203098E+003, 5.6173663794295647E-001, 3.3010108344989331E-001, 3.3002961048038337E-001, 3.3010108458417503E-001 
852, 1.5628192029848231E-001, -5.6761298957024385E-002, 6.1915777515607473E-001, 7.4474493673011768E+000, 1.6234257003549843E+001, 1.6192997604887164E+001, 1.8278709262881654E+004, 6.9901033639341437E-001, 2.8043605095315277E-001, 2.0553612653432918E-002, 1.5671487581768084E+000, 3.4394730684005642E-001, 1.2243274528562345E+001, 2.4125322757275790E+003, 5.6940408211628202E-001, 3.2995867037210280E-001, 3.2988713482796561E-001, 3.2995867134846246E-001 
853, 1.5304609005436276E-001, -6.0325822966705023E-002, 6.2125662654463465E-001, 7.4485325135788978E+000, 1.6237543899158837E+001, 1.6196180146408022E+001, 1.8223521536190052E+004, 6.9901033637868559E-001, 2.8043605096736429E-001, 2.0553612653950060E-002, 1.5669895393740643E+000, 3.4372158632001931E-001, 1.2583977129252604E+001, 2.5181334708458257E+003, 5.7731516871476563E-001, 3.2981629730259321E-001, 3.2978057766053925E-001, 3.2981629799899381E-001 
854, 1.5143505867173590E-001, -6.2125003303414902E-002, 6.2265065916809292E-001, 7.4492527963545347E+000, 1.6239728263847887E+001, 1.6198294824040968E+001, 1.8194726610894850E+004, 6.9901033636884002E-001, 2.8043605097686969E-001, 2.0553612654290232E-002, 1.5668833815692877E+000, 3.4357203179206658E-001, 1.2816654842471694E+001, 2.5908517832263660E+003, 5.8134774204455752E-001, 3.2974536289438555E-001, 3.2970954142956621E-001, 3.2974536376787561E-001 
855, 1.4982402728910915E-001, -6.3940950862933235E-002, 6.2473999161138882E-001, 7.4503336176916068E+000, 1.6243003967672568E+001, 1.6201465522299991E+001, 1.8165023630202213E+004, 6.9901033635398901E-001, 2.8043605099121571E-001, 2.0553612654795272E-002, 1.5667236743949353E+000, 3.4334845949859572E-001, 1.3175246899259111E+001, 2.7038466616680280E+003, 5.8544467412219847E-001, 3.2967422884573855E-001, 3.2960268801695897E-001, 3.2967422916477684E-001 
856, 1.4660196452385543E-001, -6.7624653559721512E-002, 6.2753063677972098E-001, 7.4517742548181092E+000, 1.6247375805283472E+001, 1.6205697529063489E+001, 1.8102795238375260E+004, 6.9901033633401166E-001, 2.8043605101053570E-001, 2.0553612655452635E-002, 1.5665114222671837E+000, 3.4305252061990604E-001, 1.3671792279119598E+001, 2.8620661693988704E+003, 5.9383692922989573E-001, 3.2953184530353452E-001, 3.2946072761434264E-001, 3.2953184540454977E-001 
857, 1.4339543193755244E-001, -7.1361681481281039E-002, 6.3032113890750496E-001, 7.4532140247773020E+000, 1.6251746855348909E+001, 1.6209928525545358E+001, 1.8036933046913116E+004, 6.9901033631385523E-001, 2.8043605103005098E-001, 2.0553612656093789E-002, 1.5662993383609058E+000, 3.4275880472834513E-001, 1.4190012922024172E+001, 3.0292946912305820E+003, 6.0246004504265216E-001, 3.2939014058030680E-001, 3.2931892817979441E-001, 3.2939014031772468E-001 
858, 1.4018889935124945E-001, -7.5172845550610892E-002, 6.3311122314525081E-001, 7.4546527414036445E+000, 1.6256116630018887E+001, 1.6214158050907972E+001, 1.7966912271308473E+004, 6.9901033629352083E-001, 2.8043605104976055E-001, 2.0553612656718623E-002, 1.5660874639379121E+000, 3.4246733135157770E-001, 1.4730844865597858E+001, 3.2060078212853045E+003, 6.1136562380717430E-001, 3.2924824753840665E-001, 3.2917731914226195E-001, 3.2924824691533844E-001 
859, 1.3699975732416259E-001, -7.9040282955412294E-002, 6.3590117557645287E-001, 7.4560906020990867E+000, 1.6260485640323157E+001, 1.6218386589069816E+001, 1.7892899789760650E+004, 6.9901033627300513E-001, 2.8043605106966801E-001, 2.0553612657326914E-002, 1.5658757589750747E+000, 3.4217798168910585E-001, 1.5295405779517155E+001, 3.3927524414968784E+003, 6.2051526518956257E-001, 3.2910691725671076E-001, 3.2903587517160054E-001, 3.2910691628008115E-001 
860, 1.3381061529707583E-001, -8.2988087673260172E-002, 6.3869071400917232E-001, 7.4575274115641115E+000, 1.6264853379920734E+001, 1.6222613662721962E+001, 1.7814266842767996E+004, 6.9901033625230968E-001, 2.8043605108977210E-001, 2.0553612657918219E-002, 1.5656642669118290E+000, 3.4189077553589964E-001, 1.5884717151435797E+001, 3.5900551814485802E+003, 6.2996935054297187E-001, 3.2896535987208159E-001, 3.2889462693237898E-001, 3.2896535852682540E-001 
861, 1.3064082928731824E-001, -8.6995411987436738E-002, 6.4148013180607477E-001, 7.4589633765395078E+000, 1.6269220378573841E+001, 1.6226839772420966E+001, 1.7731258240619631E+004, 6.9901033623143116E-001, 2.8043605111007641E-001, 2.0553612658492426E-002, 1.5654529442487182E+000, 3.4160559328985290E-001, 1.6500005378880925E+001, 3.7985243663228239E+003, 6.3968120853630583E-001, 3.2882441421319558E-001, 3.2875354657096650E-001, 3.2882441248707589E-001 
862, 1.2747104327756054E-001, -9.1090068097232482E-002, 6.4426913895411764E-001, 7.4603982919511420E+000, 1.6273586110168484E+001, 1.6231064423262019E+001, 1.7643121244221813E+004, 6.9901033621037134E-001, 2.8043605113057946E-001, 2.0553612659049203E-002, 1.5652418368591750E+000, 3.4132245889661250E-001, 1.7142384642987270E+001, 4.0187428460929568E+003, 6.4972151546274992E-001, 3.2868319851831268E-001, 3.2861266616834367E-001, 3.2868319650905020E-001 
863, 1.2432269225368198E-001, -9.5247831861012128E-002, 6.4705803681448593E-001, 7.4618323745556987E+000, 1.6277951124591457E+001, 1.6235288133669247E+001, 1.7550198634040164E+004, 6.9901033618912667E-001, 2.8043605115128495E-001, 2.0553612659588438E-002, 1.5650308969158877E+000, 3.4104125193727991E-001, 1.7813200638102856E+001, 4.2513871952443742E+003, 6.6003397244770401E-001, 3.2854264485643242E-001, 3.2847195402809315E-001, 3.2854264268880523E-001 
864, 1.2117434122980331E-001, -9.9500742252965735E-002, 6.4984652747462712E-001, 7.4632654087643626E+000, 1.6282314874486065E+001, 1.6239510389854271E+001, 1.7451589921269409E+004, 6.9901033616769936E-001, 2.8043605117219123E-001, 2.0553612660109355E-002, 1.5648201713384686E+000, 3.4076197191750557E-001, 1.8513668014966211E+001, 4.4971021504160799E+003, 6.7070110247912451E-001, 3.2840177099029155E-001, 3.2833144063878417E-001, 3.2840176880767447E-001 
865, 1.1804962721315770E-001, -1.0382074216715263E-001, 6.5263492113563382E-001, 7.4646976220935208E+000, 1.6286677931432678E+001, 1.6243731729503097E+001, 1.7347760250004292E+004, 6.9901033614608599E-001, 2.8043605119330184E-001, 2.0553612660612175E-002, 1.5646096078510665E+000, 3.4048450412459863E-001, 1.9245263391598076E+001, 4.7566400976689574E+003, 6.8165536286635198E-001, 3.2826160717822667E-001, 3.2819108976279660E-001, 3.2826160523910330E-001 
866, 1.1492491319651199E-001, -1.0824469500854272E-001, 6.5542291097343974E-001, 7.4661287876092484E+000, 1.6291039725180529E+001, 1.6247951618496646E+001, 1.7237633123117248E+004, 6.9901033612428887E-001, 2.8043605121461490E-001, 2.0553612661096232E-002, 1.5643992572606924E+000, 3.4020886914176268E-001, 2.0009310168578441E+001, 5.0307138327365910E+003, 6.9299301470391050E-001, 3.2812106514051415E-001, 3.2805093431927762E-001, 3.2812106337250763E-001 
867, 1.1182617206279843E-001, -1.1274017552485213E-001, 6.5821081639924872E-001, 7.4675591444409584E+000, 1.6295400850749218E+001, 1.6252170615323447E+001, 1.7121825708248110E+004, 6.9901033610230467E-001, 2.8043605123613397E-001, 2.0553612661561305E-002, 1.5641890641980634E+000, 3.3993492937655301E-001, 2.0807428672719382E+001, 5.3201599578283540E+003, 7.0463341616771047E-001, 3.2798128426837203E-001, 3.2791093600886445E-001, 3.2798128277766436E-001 
868, 1.0872743092908477E-001, -1.1734957813482817E-001, 6.6099832090563759E-001, 7.4689884533954150E+000, 1.6299760713121081E+001, 1.6256388163880825E+001, 1.6999051884395685E+004, 6.9901033608013652E-001, 2.8043605125785676E-001, 2.0553612662006726E-002, 1.5639790837460292E+000, 3.3966268496384833E-001, 2.1641059901599029E+001, 5.6257660538335285E+003, 7.1668865167091977E-001, 3.2784106350670489E-001, 3.2777113059149987E-001, 3.2784106227409404E-001 
869, 1.0565714469821774E-001, -1.2203547846802097E-001, 6.6378575387294370E-001, 7.4704169661876136E+000, 1.6304119932726294E+001, 1.6260604845196085E+001, 1.6870116872897579E+004, 6.9901033605778051E-001, 2.8043605127978688E-001, 2.0553612662432608E-002, 1.5637692570852444E+000, 3.3939204418020191E-001, 2.2511982005390706E+001, 5.9484622961871846E+003, 7.2906280140931612E-001, 3.2770166015389368E-001, 3.2763147747421956E-001, 3.2770165929730333E-001 
870, 1.0258685846735083E-001, -1.2684664271972781E-001, 6.6657278826835231E-001, 7.4718444303267466E+000, 1.6308477887653503E+001, 1.6264820079305622E+001, 1.6733484905002049E+004, 6.9901033603524043E-001, 2.8043605130192145E-001, 2.0553612662838061E-002, 1.5635596438533768E+000, 3.3912298413294356E-001, 2.3421762982437265E+001, 6.2891183611106544E+003, 7.4188637285688575E-001, 3.2756175112165953E-001, 3.2749201544761875E-001, 3.2756175064620668E-001 
871, 9.9547669362497260E-002, -1.3173989887274046E-001, 6.6935976430347621E-001, 7.4732711112131831E+000, 1.6312835225975689E+001, 1.6269034471742099E+001, 1.6590193002239375E+004, 6.9901033601251283E-001, 2.8043605132426414E-001, 2.0553612663223086E-002, 1.5633501813853108E+000, 3.3885539286191102E-001, 2.4372354389777865E+001, 6.6487684176734147E+003, 7.5504548800624993E-001, 3.2742272141366385E-001, 3.2735270136664907E-001, 3.2742272136038464E-001 
872, 9.6508480257643581E-002, -1.3677139235756061E-001, 6.7145753801344266E-001, 7.4743427714074402E+000, 1.6316112463274621E+001, 1.6272204457158502E+001, 1.6438408043005107E+004, 6.9901033599529738E-001, 2.8043605134120630E-001, 2.0553612663496312E-002, 1.5631933200591115E+000, 3.3865536460866563E-001, 2.5114928882734137E+001, 6.9322262673547511E+003, 7.6869194220449188E-001, 3.2728327951008523E-001, 3.2724840837911789E-001, 3.2728328003761720E-001 
873, 9.5005843595449502E-002, -1.3931278052213264E-001, 6.7284680359814486E-001, 7.4750533614962658E+000, 1.6318284103756721E+001, 1.6274304679153769E+001, 1.6360052703563282E+004, 6.9901033598382800E-001, 2.8043605135249977E-001, 2.0553612663672283E-002, 1.5630890267181785E+000, 3.3852302652845778E-001, 2.5621064195730352E+001, 7.1266717526539869E+003, 7.7562643380591600E-001, 3.2721411087196856E-001, 3.2717907722083001E-001, 3.2721411153418328E-001 
